observed_at	temp_c	humidity_pct	dewpoint_c	pressure_hPa	wind_speed_mps	wind_gust_mps	wind_dir_deg	uv_index	solar_radiation_wm2	rain_hourly_mm	rain_hourly_in	temp_f	dewpoint_f	wind_speed_mph	wind_gust_mph
2026-05-12 00:00	30.889	14.0	6.683	1004.606	1.802	1.998	334.0	0.0	0.0	0.0	0.0	87.6	44.03	4.03	4.47
2026-05-12 00:01	30.889	14.0	6.683	1004.708	1.502	1.998	284.0	0.0	0.0	0.0	0.0	87.6	44.03	3.36	4.47
2026-05-12 00:02	30.889	14.0	6.683	1004.708	1.502	1.998	298.0	0.0	0.0	0.0	0.0	87.6	44.03	3.36	4.47
2026-05-12 00:03	30.889	15.0	7.428	1004.708	1.001	1.001	220.0	0.0	0.0	0.0	0.0	87.6	45.37	2.24	2.24
2026-05-12 00:04	30.889	14.0	6.683	1004.505	1.001	1.001	219.0	0.0	0.0	0.0	0.0	87.6	44.03	2.24	2.24
2026-05-12 00:05	30.889	14.0	6.683	1004.708	0.8	1.001	203.0	0.0	0.0	0.0	0.0	87.6	44.03	1.79	2.24
2026-05-12 00:06	30.889	14.0	6.683	1004.505	1.1	1.502	231.0	0.0	0.0	0.0	0.0	87.6	44.03	2.46	3.36
2026-05-12 00:07	30.889	14.0	6.683	1004.81	1.001	1.001	229.0	0.0	0.0	0.0	0.0	87.6	44.03	2.24	2.24
2026-05-12 00:08	30.778	14.0	6.6	1004.606	1.1	1.502	232.0	0.0	0.0	0.0	0.0	87.4	43.88	2.46	3.36
2026-05-12 00:09	30.778	14.0	6.6	1004.708	1.001	1.001	191.0	0.0	0.0	0.0	0.0	87.4	43.88	2.24	2.24
2026-05-12 00:10	30.778	14.0	6.6	1004.606	1.699	1.998	298.0	0.0	0.0	0.0	0.0	87.4	43.88	3.8	4.47
2026-05-12 00:11	30.778	14.0	6.6	1004.708	1.1	1.502	212.0	0.0	0.0	0.0	0.0	87.4	43.88	2.46	3.36
2026-05-12 00:12	30.722	14.0	6.561	1004.708	1.198	1.502	265.0	0.0	0.0	0.0	0.0	87.3	43.81	2.68	3.36
2026-05-12 00:13	30.722	14.0	6.561	1004.708	1.301	1.502	245.0	0.0	0.0	0.0	0.0	87.3	43.81	2.91	3.36
2026-05-12 00:14	30.722	14.0	6.561	1004.606	1.1	1.502	206.0	0.0	0.0	0.0	0.0	87.3	43.81	2.46	3.36
