observed_at	temp_c	humidity_pct	dewpoint_c	pressure_hPa	wind_speed_mps	wind_gust_mps	wind_dir_deg	uv_index	solar_radiation_wm2	rain_hourly_mm	rain_hourly_in	temp_f	dewpoint_f	wind_speed_mph	wind_gust_mph
2026-03-31 00:00	27.222	37.0	14.628	1006.198	0.098	0.501	185.0	0.0	0.0	0.0	0.0	81.0	58.33	0.22	1.12
2026-03-31 00:01	27.222	37.0	14.628	1006.198	0.3	0.501	181.0	0.0	0.0	0.0	0.0	81.0	58.33	0.67	1.12
2026-03-31 00:02	27.222	37.0	14.628	1006.401	0.201	0.501	194.0	0.0	0.0	0.0	0.0	81.0	58.33	0.45	1.12
2026-03-31 00:03	27.222	37.0	14.628	1006.3	0.501	1.001	200.0	0.0	0.0	0.0	0.0	81.0	58.33	1.12	2.24
2026-03-31 00:04	27.111	38.0	14.85	1006.3	0.201	0.501	189.0	0.0	0.0	0.0	0.0	80.8	58.73	0.45	1.12
2026-03-31 00:05	27.111	38.0	14.85	1006.198	0.0	0.0	183.0	0.0	0.0	0.0	0.0	80.8	58.73	0.0	0.0
2026-03-31 00:06	27.111	38.0	14.85	1006.198	0.0	0.0	189.0	0.0	0.0	0.0	0.0	80.8	58.73	0.0	0.0
2026-03-31 00:07	27.111	38.0	14.85	1006.3	0.0	0.0	193.0	0.0	0.0	0.0	0.0	80.8	58.73	0.0	0.0
2026-03-31 00:08	27.111	38.0	14.85	1006.3	0.098	0.501	193.0	0.0	0.0	0.0	0.0	80.8	58.73	0.22	1.12
2026-03-31 00:09	27.111	38.0	14.85	1006.3	0.398	1.001	179.0	0.0	0.0	0.0	0.0	80.8	58.73	0.89	2.24
2026-03-31 00:10	27.111	38.0	14.85	1006.3	0.398	0.501	170.0	0.0	0.0	0.0	0.0	80.8	58.73	0.89	1.12
2026-03-31 00:11	27.111	38.0	14.85	1006.3	0.098	0.501	195.0	0.0	0.0	0.0	0.0	80.8	58.73	0.22	1.12
2026-03-31 00:12	27.111	38.0	14.85	1006.3	0.0	0.0	185.0	0.0	0.0	0.0	0.0	80.8	58.73	0.0	0.0
2026-03-31 00:13	27.0	38.0	14.75	1006.3	0.098	0.501	190.0	0.0	0.0	0.0	0.0	80.6	58.55	0.22	1.12
